"student_id","exam_id","subject_id","marks_obtained"
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_3",41
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_2",47
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_5",40
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_4",33
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_1",23
"sprs_508207_student_621","sprs_508207_exam_1","sprs_508207_subject_6",37
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_3",36
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_2",32
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_5",50
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_4",35
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_1",19
"sprs_508207_student_112","sprs_508207_exam_1","sprs_508207_subject_6",44
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_3",20
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_2",40
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_5",41
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_4",21
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_1",45
"sprs_508207_student_732","sprs_508207_exam_1","sprs_508207_subject_6",32
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_3",40
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_2",27
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_5",15
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_4",40
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_1",39
"sprs_508207_student_071","sprs_508207_exam_1","sprs_508207_subject_6",36
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_3",28
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_2",41
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_5",32
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_4",16
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_1",40
"sprs_508207_student_750","sprs_508207_exam_1","sprs_508207_subject_6",37
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_3",48
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_2",22
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_5",44
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_4",47
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_1",49
"sprs_508207_student_118","sprs_508207_exam_1","sprs_508207_subject_6",50
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_3",29
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_2",36
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_5",32
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_4",43
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_1",44
"sprs_508207_student_413","sprs_508207_exam_1","sprs_508207_subject_6",19
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_3",41
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_2",40
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_5",38
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_4",47
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_1",21
"sprs_508207_student_174","sprs_508207_exam_1","sprs_508207_subject_6",45
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_3",47
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_2",30
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_5",27
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_4",15
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_1",44
"sprs_508207_student_711","sprs_508207_exam_1","sprs_508207_subject_6",24
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_3",49
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_2",43
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_5",41
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_4",38
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_1",16
"sprs_508207_student_242","sprs_508207_exam_1","sprs_508207_subject_6",33
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_3",34
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_2",39
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_5",45
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_4",36
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_1",44
"sprs_508207_student_858","sprs_508207_exam_1","sprs_508207_subject_6",33
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_3",39
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_2",36
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_5",36
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_4",38
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_1",33
"sprs_508207_student_324","sprs_508207_exam_1","sprs_508207_subject_6",48
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_3",19
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_2",50
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_5",20
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_4",39
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_1",25
"sprs_508207_student_552","sprs_508207_exam_1","sprs_508207_subject_6",21
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_3",42
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_2",33
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_5",30
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_4",27
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_1",15
"sprs_508207_student_092","sprs_508207_exam_1","sprs_508207_subject_6",43
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_3",47
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_2",18
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_5",28
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_4",35
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_1",38
"sprs_508207_student_946","sprs_508207_exam_1","sprs_508207_subject_6",16
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_3",48
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_2",48
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_5",47
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_4",22
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_1",38
"sprs_508207_student_642","sprs_508207_exam_1","sprs_508207_subject_6",40
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_3",43
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_2",23
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_5",43
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_4",36
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_1",32
"sprs_508207_student_780","sprs_508207_exam_1","sprs_508207_subject_6",32
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_3",35
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_2",44
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_5",42
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_4",45
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_1",50
"sprs_508207_student_559","sprs_508207_exam_1","sprs_508207_subject_6",47
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_3",21
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_2",45
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_5",29
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_4",45
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_1",41
"sprs_508207_student_027","sprs_508207_exam_1","sprs_508207_subject_6",15
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_3",44
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_2",46
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_5",38
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_4",28
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_1",41
"sprs_508207_student_516","sprs_508207_exam_1","sprs_508207_subject_6",38
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_3",29
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_2",33
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_5",31
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_4",39
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_1",22
"sprs_508207_student_278","sprs_508207_exam_1","sprs_508207_subject_6",38
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_3",40
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_2",45
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_5",50
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_4",37
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_1",42
"sprs_508207_student_126","sprs_508207_exam_1","sprs_508207_subject_6",32
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_3",44
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_2",33
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_5",19
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_4",42
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_1",20
"sprs_508207_student_667","sprs_508207_exam_1","sprs_508207_subject_6",43
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_3",25
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_2",33
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_5",47
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_4",29
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_1",34
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_6",27
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_3",50
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_2",44
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_5",24
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_4",38
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_1",35
"sprs_508207_student_742","sprs_508207_exam_1","sprs_508207_subject_6",41
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_3",43
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_2",16
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_5",50
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_4",31
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_1",39
"sprs_508207_student_221","sprs_508207_exam_1","sprs_508207_subject_6",22
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_3",50
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_2",40
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_5",42
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_4",50
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_1",37
"sprs_508207_student_274","sprs_508207_exam_1","sprs_508207_subject_6",36
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_3",35
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_2",45
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_5",35
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_4",19
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_1",49
"sprs_508207_student_949","sprs_508207_exam_1","sprs_508207_subject_6",20
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_3",17
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_2",39
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_5",21
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_4",44
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_1",29
"sprs_508207_student_228","sprs_508207_exam_1","sprs_508207_subject_6",30
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_3",27
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_2",40
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_5",37
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_4",24
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_1",18
"sprs_508207_student_646","sprs_508207_exam_1","sprs_508207_subject_6",28
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_3",41
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_2",40
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_5",49
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_4",33
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_1",31
"sprs_508207_student_211","sprs_508207_exam_1","sprs_508207_subject_6",41
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_3",47
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_2",38
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_5",40
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_4",22
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_1",23
"sprs_508207_student_720","sprs_508207_exam_1","sprs_508207_subject_6",49
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_3",36
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_2",32
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_5",43
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_4",35
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_1",49
"sprs_508207_student_671","sprs_508207_exam_1","sprs_508207_subject_6",39
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_3",36
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_2",26
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_5",50
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_4",21
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_1",45
"sprs_508207_student_070","sprs_508207_exam_1","sprs_508207_subject_6",48
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_3",30
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_2",34
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_5",15
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_4",44
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_1",45
"sprs_508207_student_017","sprs_508207_exam_1","sprs_508207_subject_6",46
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_3",41
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_2",41
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_5",26
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_4",16
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_1",35
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_6",32
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_3",39
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_2",35
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_5",38
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_4",42
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_1",34
"sprs_508207_student_990","sprs_508207_exam_1","sprs_508207_subject_6",23
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_3",45
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_2",36
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_5",32
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_4",44
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_1",35
"sprs_508207_student_753","sprs_508207_exam_1","sprs_508207_subject_6",19
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_3",45
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_2",50
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_5",44
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_4",36
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_1",46
"sprs_508207_student_863","sprs_508207_exam_1","sprs_508207_subject_6",40
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_3",42
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_2",45
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_5",32
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_4",15
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_1",48
"sprs_508207_student_547","sprs_508207_exam_1","sprs_508207_subject_6",45
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_3",49
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_2",45
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_5",36
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_4",26
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_1",16
"sprs_508207_student_405","sprs_508207_exam_1","sprs_508207_subject_6",42
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_3",31
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_2",39
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_5",38
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_4",41
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_1",40
"sprs_508207_student_164","sprs_508207_exam_1","sprs_508207_subject_6",34
"sprs_508207_student_713","sprs_508207_exam_1","sprs_508207_subject_3",14
